accuracy,precision_macro,recall_macro,f1_macro,confusion_matrix,classification_report,target_agreement,seed_size,alpha,depth,source_file,composite_score,rank
0.9198698994677704,0.8424624883283827,0.8973773915162295,0.8664547198901797,"[[1066, 36, 4, 13, 0], [29, 1312, 23, 87, 6], [0, 4, 351, 0, 8], [1, 52, 0, 358, 2], [0, 5, 0, 1, 24]]","{'0': {'precision': 0.9726277372262774, 'recall': 0.9526362823949955, 'f1-score': 0.9625282167042889, 'support': 1119.0}, '1': {'precision': 0.9311568488289567, 'recall': 0.9004804392587509, 'f1-score': 0.9155617585484996, 'support': 1457.0}, '2': {'precision': 0.9285714285714286, 'recall': 0.9669421487603306, 'f1-score': 0.9473684210526315, 'support': 363.0}, '3': {'precision': 0.7799564270152506, 'recall': 0.8668280871670703, 'f1-score': 0.8211009174311926, 'support': 413.0}, '4': {'precision': 0.6, 'recall': 0.8, 'f1-score': 0.6857142857142857, 'support': 30.0}, 'accuracy': 0.9198698994677705, 'macro avg': {'precision': 0.8424624883283827, 'recall': 0.8973773915162295, 'f1-score': 0.8664547198901797, 'support': 3382.0}, 'weighted avg': {'precision': 0.9231991128411359, 'recall': 0.9198698994677705, 'f1-score': 0.9209412776492845, 'support': 3382.0}}",0.9387936132465996,1000,0.1,5,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.1_d5.json,0.9133072024839078,11
0.9178001182732112,0.8519180171172982,0.8806890059142581,0.8654505009684593,"[[1057, 50, 4, 8, 0], [27, 1323, 24, 78, 5], [0, 4, 353, 1, 5], [1, 61, 0, 349, 2], [0, 5, 0, 3, 22]]","{'0': {'precision': 0.9741935483870968, 'recall': 0.9445933869526363, 'f1-score': 0.9591651542649727, 'support': 1119.0}, '1': {'precision': 0.9168399168399168, 'recall': 0.9080301990391215, 'f1-score': 0.9124137931034483, 'support': 1457.0}, '2': {'precision': 0.926509186351706, 'recall': 0.9724517906336089, 'f1-score': 0.9489247311827957, 'support': 363.0}, '3': {'precision': 0.7949886104783599, 'recall': 0.8450363196125908, 'f1-score': 0.8192488262910798, 'support': 413.0}, '4': {'precision': 0.6470588235294118, 'recall': 0.7333333333333333, 'f1-score': 0.6875, 'support': 30.0}, 'accuracy': 0.9178001182732111, 'macro avg': {'precision': 0.8519180171172982, 'recall': 0.8806890059142581, 'f1-score': 0.8654505009684593, 'support': 3382.0}, 'weighted avg': {'precision': 0.9195810866233101, 'recall': 0.9178001182732111, 'f1-score': 0.918429079494914, 'support': 3382.0}}",0.9346540508574808,1000,0.1,7,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.1_d7.json,0.9105221993739203,12
0.9145476049674748,0.8383297743262508,0.8994972120060263,0.8647701128865778,"[[1054, 41, 8, 15, 1], [31, 1308, 30, 82, 6], [7, 4, 345, 0, 7], [1, 49, 0, 361, 2], [0, 4, 0, 1, 25]]","{'0': {'precision': 0.9643183897529735, 'recall': 0.9419124218051832, 'f1-score': 0.9529837251356239, 'support': 1119.0}, '1': {'precision': 0.930298719772404, 'recall': 0.8977350720658888, 'f1-score': 0.9137268599371289, 'support': 1457.0}, '2': {'precision': 0.9007832898172323, 'recall': 0.9504132231404959, 'f1-score': 0.9249329758713136, 'support': 363.0}, '3': {'precision': 0.7864923747276689, 'recall': 0.87409200968523, 'f1-score': 0.8279816513761468, 'support': 413.0}, '4': {'precision': 0.6097560975609756, 'recall': 0.8333333333333334, 'f1-score': 0.704225352112676, 'support': 30.0}, 'accuracy': 0.9145476049674749, 'macro avg': {'precision': 0.8383297743262508, 'recall': 0.8994972120060263, 'f1-score': 0.8647701128865778, 'support': 3382.0}, 'weighted avg': {'precision': 0.9179822237536907, 'recall': 0.9145476049674749, 'f1-score': 0.9155892005257764, 'support': 3382.0}}",0.9269662921348316,1000,0.5,5,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.5_d5.json,0.9058237009268841,13
0.907451212300414,0.8478968091890244,0.8999827884140121,0.8713665098397249,"[[1047, 49, 7, 16, 0], [30, 1281, 41, 101, 4], [2, 3, 354, 0, 4], [1, 46, 2, 362, 2], [0, 3, 0, 2, 25]]","{'0': {'precision': 0.9694444444444444, 'recall': 0.935656836461126, 'f1-score': 0.9522510231923602, 'support': 1119.0}, '1': {'precision': 0.926917510853835, 'recall': 0.87920384351407, 'f1-score': 0.9024304332511448, 'support': 1457.0}, '2': {'precision': 0.8762376237623762, 'recall': 0.9752066115702479, 'f1-score': 0.9230769230769231, 'support': 363.0}, '3': {'precision': 0.7525987525987526, 'recall': 0.8765133171912833, 'f1-score': 0.8098434004474273, 'support': 413.0}, '4': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307693, 'support': 30.0}, 'accuracy': 0.9074512123004139, 'macro avg': {'precision': 0.8478968091890244, 'recall': 0.8999827884140121, 'f1-score': 0.8713665098397249, 'support': 3382.0}, 'weighted avg': {'precision': 0.912375298735946, 'recall': 0.9074512123004139, 'f1-score': 0.9086425803482563, 'support': 3382.0}}",0.9243051448846836,1000,0.2,7,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.2_d7.json,0.9050527678543421,14
0.9107037256061502,0.8285735903571162,0.9002074964528533,0.8591085795937575,"[[1072, 30, 11, 6, 0], [49, 1271, 40, 93, 4], [10, 2, 340, 0, 11], [1, 36, 2, 372, 2], [0, 5, 0, 0, 25]]","{'0': {'precision': 0.9469964664310954, 'recall': 0.9579982126899017, 'f1-score': 0.9524655708573967, 'support': 1119.0}, '1': {'precision': 0.9456845238095238, 'recall': 0.8723404255319149, 'f1-score': 0.9075330239200285, 'support': 1457.0}, '2': {'precision': 0.8651399491094147, 'recall': 0.9366391184573003, 'f1-score': 0.8994708994708994, 'support': 363.0}, '3': {'precision': 0.7898089171974523, 'recall': 0.9007263922518159, 'f1-score': 0.8416289592760181, 'support': 413.0}, '4': {'precision': 0.5952380952380952, 'recall': 0.8333333333333334, 'f1-score': 0.6944444444444444, 'support': 30.0}, 'accuracy': 0.9107037256061502, 'macro avg': {'precision': 0.8285735903571162, 'recall': 0.9002074964528533, 'f1-score': 0.8591085795937575, 'support': 3382.0}, 'weighted avg': {'precision': 0.9153298120382259, 'recall': 0.9107037256061502, 'f1-score': 0.9115962802079166, 'support': 3382.0}}",0.9302188054405676,500,0.1,7,surrogate_eval_nsl_kdd_tabnet_seed500_a0.1_d7.json,0.9049827217196411,15
0.9077468953282082,0.8360932087694808,0.90195995651444,0.8639157464800318,"[[1048, 37, 8, 26, 0], [30, 1258, 40, 125, 4], [0, 3, 354, 0, 6], [1, 22, 2, 386, 2], [0, 4, 0, 2, 24]]","{'0': {'precision': 0.9712696941612604, 'recall': 0.936550491510277, 'f1-score': 0.9535941765241128, 'support': 1119.0}, '1': {'precision': 0.9501510574018127, 'recall': 0.8634179821551132, 'f1-score': 0.9047105357784969, 'support': 1457.0}, '2': {'precision': 0.8762376237623762, 'recall': 0.9752066115702479, 'f1-score': 0.9230769230769231, 'support': 363.0}, '3': {'precision': 0.7161410018552876, 'recall': 0.9346246973365617, 'f1-score': 0.8109243697478992, 'support': 413.0}, '4': {'precision': 0.6666666666666666, 'recall': 0.8, 'f1-score': 0.7272727272727273, 'support': 30.0}, 'accuracy': 0.9077468953282082, 'macro avg': {'precision': 0.8360932087694808, 'recall': 0.90195995651444, 'f1-score': 0.8639157464800318, 'support': 3382.0}, 'weighted avg': {'precision': 0.918113947248039, 'recall': 0.9077468953282082, 'f1-score': 0.9098290963219218, 'support': 3382.0}}",0.9272619751626257,1000,0.2,5,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.2_d5.json,0.904355090590964,16
0.905972797161443,0.8356682109018344,0.8847572924393277,0.857624734784489,"[[1036, 57, 8, 18, 0], [31, 1309, 34, 79, 4], [2, 3, 350, 0, 8], [1, 64, 1, 345, 2], [0, 4, 0, 2, 24]]","{'0': {'precision': 0.9682242990654205, 'recall': 0.9258266309204647, 'f1-score': 0.9465509365006852, 'support': 1119.0}, '1': {'precision': 0.9109255393180237, 'recall': 0.8984214138641043, 'f1-score': 0.9046302695231514, 'support': 1457.0}, '2': {'precision': 0.8905852417302799, 'recall': 0.9641873278236914, 'f1-score': 0.9259259259259259, 'support': 363.0}, '3': {'precision': 0.777027027027027, 'recall': 0.8353510895883777, 'f1-score': 0.8051341890315052, 'support': 413.0}, '4': {'precision': 0.631578947368421, 'recall': 0.8, 'f1-score': 0.7058823529411765, 'support': 30.0}, 'accuracy': 0.905972797161443, 'macro avg': {'precision': 0.8356682109018344, 'recall': 0.8847572924393277, 'f1-score': 0.857624734784489, 'support': 3382.0}, 'weighted avg': {'precision': 0.9088715182648942, 'recall': 0.905972797161443, 'f1-score': 0.9068730935567287, 'support': 3382.0}}",0.9246008279124778,1000,0.2,3,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.2_d3.json,0.9007823938238742,17
0.9033116499112952,0.8319728424270718,0.8806742319774132,0.8529676702812597,"[[1030, 56, 10, 23, 0], [13, 1329, 28, 83, 4], [12, 4, 338, 0, 9], [0, 77, 1, 333, 2], [0, 5, 0, 0, 25]]","{'0': {'precision': 0.976303317535545, 'recall': 0.9204647006255585, 'f1-score': 0.9475620975160993, 'support': 1119.0}, '1': {'precision': 0.9034670292318151, 'recall': 0.9121482498284146, 'f1-score': 0.9077868852459017, 'support': 1457.0}, '2': {'precision': 0.896551724137931, 'recall': 0.931129476584022, 'f1-score': 0.9135135135135135, 'support': 363.0}, '3': {'precision': 0.7585421412300684, 'recall': 0.8062953995157385, 'f1-score': 0.7816901408450704, 'support': 413.0}, '4': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 30.0}, 'accuracy': 0.9033116499112951, 'macro avg': {'precision': 0.8319728424270718, 'recall': 0.8806742319774132, 'f1-score': 0.8529676702812597, 'support': 3382.0}, 'weighted avg': {'precision': 0.9066561366360487, 'recall': 0.9033116499112951, 'f1-score': 0.904446920143934, 'support': 3382.0}}",0.9213483146067416,500,0.2,7,surrogate_eval_nsl_kdd_tabnet_seed500_a0.2_d7.json,0.8972267883700078,18
0.9056771141336488,0.810778102913196,0.904398239994214,0.8461166743398373,"[[1052, 34, 9, 22, 2], [28, 1253, 25, 142, 9], [8, 4, 341, 0, 10], [0, 19, 0, 392, 2], [0, 3, 0, 2, 25]]","{'0': {'precision': 0.9669117647058824, 'recall': 0.9401251117068812, 'f1-score': 0.953330312641595, 'support': 1119.0}, '1': {'precision': 0.9543031226199543, 'recall': 0.8599862731640356, 'f1-score': 0.9046931407942238, 'support': 1457.0}, '2': {'precision': 0.9093333333333333, 'recall': 0.9393939393939394, 'f1-score': 0.924119241192412, 'support': 363.0}, '3': {'precision': 0.7025089605734767, 'recall': 0.9491525423728814, 'f1-score': 0.8074150360453141, 'support': 413.0}, '4': {'precision': 0.5208333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.6410256410256411, 'support': 30.0}, 'accuracy': 0.9056771141336487, 'macro avg': {'precision': 0.810778102913196, 'recall': 0.9043982399942141, 'f1-score': 0.8461166743398373, 'support': 3382.0}, 'weighted avg': {'precision': 0.9190547353873454, 'recall': 0.9056771141336487, 'f1-score': 0.908652569383045, 'support': 3382.0}}",0.9222353636901242,1000,0.5,7,surrogate_eval_nsl_kdd_tabnet_seed1000_a0.5_d7.json,0.8960881069737431,19
0.8997634535777647,0.8286028192003991,0.8772594126370276,0.8500537560608465,"[[1021, 72, 11, 15, 0], [15, 1294, 37, 109, 2], [14, 4, 336, 0, 9], [1, 40, 1, 369, 2], [0, 5, 0, 2, 23]]","{'0': {'precision': 0.9714557564224549, 'recall': 0.9124218051831993, 'f1-score': 0.9410138248847926, 'support': 1119.0}, '1': {'precision': 0.9144876325088339, 'recall': 0.8881262868908717, 'f1-score': 0.9011142061281338, 'support': 1457.0}, '2': {'precision': 0.8727272727272727, 'recall': 0.9256198347107438, 'f1-score': 0.8983957219251337, 'support': 363.0}, '3': {'precision': 0.7454545454545455, 'recall': 0.8934624697336562, 'f1-score': 0.8127753303964758, 'support': 413.0}, '4': {'precision': 0.6388888888888888, 'recall': 0.7666666666666667, 'f1-score': 0.696969696969697, 'support': 30.0}, 'accuracy': 0.8997634535777647, 'macro avg': {'precision': 0.8286028192003991, 'recall': 0.8772594126370276, 'f1-score': 0.8500537560608465, 'support': 3382.0}, 'weighted avg': {'precision': 0.905767849184356, 'recall': 0.8997634535777647, 'f1-score': 0.9014254340024934, 'support': 3382.0}}",0.9175044352454168,500,0.1,5,surrogate_eval_nsl_kdd_tabnet_seed500_a0.1_d5.json,0.8937210351565154,20
